Keyword,Intent,Relevance,Related %,Volume,Trend,Pot. Traffic,PKD %,KD %,CPC (USD),Com.,SF,Results,Updated
jynx qr code ultra moon,Informational,n/a,0,33.1K,,n/a,n/a,31,0.00,0.33,Go to a snapshot of the SERP for jynx qr code ultra moon,99,1 month
qr,Informational,n/a,0,33.1K,,n/a,n/a,100,0.90,0.30,Go to a snapshot of the SERP for qr,127,1 month
qr code generator qr code generator qr code generator,Informational,n/a,0,33.1K,,n/a,n/a,93,1.68,0.60,Go to a snapshot of the SERP for qr code generator qr code generator qr code generator,33,1 month
qr code monkey,Informational,n/a,0,33.1K,,n/a,n/a,30,0.80,0.35,Go to a snapshot of the SERP for qr code monkey,93,1 month
quick response code qr code,Informational,n/a,0,33.1K,,n/a,n/a,91,1.24,0.35,Go to a snapshot of the SERP for quick response code qr code,131,1 month
scan qr code,Informational,n/a,0,33.1K,,n/a,n/a,83,0.80,0.41,Go to a snapshot of the SERP for scan qr code,54,1 month
create a qr code,Informational | Commercial,n/a,0,27.1K,,n/a,n/a,93,2.80,0.74,Go to a snapshot of the SERP for create a qr code,126,1 month
create qr code free,Informational,n/a,0,27.1K,,n/a,n/a,100,2.02,0.73,Go to a snapshot of the SERP for create qr code free,126,1 month
how to make a qr code,Informational,n/a,0,27.1K,,n/a,n/a,86,2.40,0.64,Go to a snapshot of the SERP for how to make a qr code,179,1 month
htc qr code,Informational,n/a,0,27.1K,,n/a,n/a,22,0.00,0.33,Go to a snapshot of the SERP for htc qr code,113,1 month
qr code reader,Informational | Commercial,n/a,0,27.1K,,n/a,n/a,79,0.80,0.27,Go to a snapshot of the SERP for qr code reader,135,1 month
qr code scanner online free,Informational,n/a,0,27.1K,,n/a,n/a,76,0.73,0.04,Go to a snapshot of the SERP for qr code scanner online free,114,1 month
qr generator,Commercial,n/a,0,27.1K,,n/a,n/a,93,1.44,0.64,Go to a snapshot of the SERP for qr generator,135,1 month
qr scanner,Informational | Commercial,n/a,0,27.1K,,n/a,n/a,76,0.71,0.35,Go to a snapshot of the SERP for qr scanner,137,1 month
qr tag maker,Informational,n/a,0,27.1K,,n/a,n/a,93,1.68,0.60,Go to a snapshot of the SERP for qr tag maker,197,1 month
scanner scanner scanner,Informational,n/a,0,27.1K,,n/a,n/a,73,1.14,0.50,Go to a snapshot of the SERP for scanner scanner scanner,200,1 month
app qr code scannen,Informational,n/a,0,22.2K,,n/a,n/a,51,1.10,0.13,Go to a snapshot of the SERP for app qr code scannen,44,1 month
make a qr code,Informational,n/a,0,22.2K,,n/a,n/a,94,2.30,0.71,Go to a snapshot of the SERP for make a qr code,37,1 month
qr barcode maker online,Informational,n/a,0,22.2K,,n/a,n/a,58,1.40,0.14,Go to a snapshot of the SERP for qr barcode maker online,134,1 month
qr code blurred,Informational,n/a,0,22.2K,,n/a,n/a,12,0.00,0.33,Go to a snapshot of the SERP for qr code blurred,94,1 month
qr code creator,Commercial,n/a,0,22.2K,,n/a,n/a,98,1.66,0.68,Go to a snapshot of the SERP for qr code creator,130,1 month
qr code generator with customization,Informational,n/a,0,22.2K,,n/a,n/a,90,0.00,0.12,Go to a snapshot of the SERP for qr code generator with customization,147,1 month
qr code in wechat,Informational,n/a,0,22.2K,,n/a,n/a,25,0.00,0.33,Go to a snapshot of the SERP for qr code in wechat,104,1 month
qr code on wechat,Informational,n/a,0,22.2K,,n/a,n/a,25,0.00,0.33,Go to a snapshot of the SERP for qr code on wechat,102,1 month
qr monkey,Navigational,n/a,0,22.2K,,n/a,n/a,86,0.41,0.27,Go to a snapshot of the SERP for qr monkey,n/a,1 month
qrcode,Informational,n/a,0,22.2K,,n/a,n/a,100,1.24,0.35,Go to a snapshot of the SERP for qrcode,129,1 month
scan code application,Informational,n/a,0,22.2K,,n/a,n/a,82,1.10,0.13,Go to a snapshot of the SERP for scan code application,137,1 month
scanner qr code application,Informational,n/a,0,22.2K,,n/a,n/a,63,1.10,0.13,Go to a snapshot of the SERP for scanner qr code application,137,1 month
gen qr code online,Informational | Commercial,n/a,0,18.1K,,n/a,n/a,89,1.40,0.14,Go to a snapshot of the SERP for gen qr code online,131,1 month
how to make qr barcode,Informational,n/a,0,18.1K,,n/a,n/a,94,2.40,0.64,Go to a snapshot of the SERP for how to make qr barcode,179,1 month
how to scan qr code on android,Informational,n/a,0,18.1K,,n/a,n/a,43,0.73,0.45,Go to a snapshot of the SERP for how to scan qr code on android,123,1 month
qr code printen,Informational,n/a,0,18.1K,,n/a,n/a,14,2.05,0.04,Go to a snapshot of the SERP for qr code printen,122,1 month
qr qr qr,Informational,n/a,0,18.1K,,n/a,n/a,92,0.90,0.30,Go to a snapshot of the SERP for qr qr qr,132,1 month
read qr barcode,Informational | Commercial,n/a,0,18.1K,,n/a,n/a,72,0.80,0.27,Go to a snapshot of the SERP for read qr barcode,130,1 month
dtu qr code,Informational,n/a,0,14.8K,,n/a,n/a,14,0.00,0.33,Go to a snapshot of the SERP for dtu qr code,2.3M,1 month
free qr code,Informational | Commercial,n/a,0,14.8K,,n/a,n/a,97,2.09,0.77,Go to a snapshot of the SERP for free qr code,121,1 month
generate qr code,Commercial,n/a,0,14.8K,,n/a,n/a,95,1.89,0.70,Go to a snapshot of the SERP for generate qr code,132,1 month
how to scan qr code,Informational,n/a,0,14.8K,,n/a,n/a,63,0.55,0.53,Go to a snapshot of the SERP for how to scan qr code,162,1 month
qr code generator adobe,Transactional | Navigational,n/a,0,14.8K,,n/a,n/a,44,2.02,0.03,Go to a snapshot of the SERP for qr code generator adobe,103,1 month
qr codes,Informational | Commercial,n/a,0,14.8K,,n/a,n/a,100,1.24,0.35,Go to a snapshot of the SERP for qr codes,125,1 month
qrcode monkey,Navigational,n/a,0,14.8K,,n/a,n/a,61,0.85,0.40,Go to a snapshot of the SERP for qrcode monkey,139,1 month
codice qr scanner,Informational,n/a,0,12.1K,,n/a,n/a,81,0.76,0.35,Go to a snapshot of the SERP for codice qr scanner,139,1 month
free qr code maker,Commercial,n/a,0,12.1K,,n/a,n/a,95,2.02,0.73,Go to a snapshot of the SERP for free qr code maker,127,1 month
how do you scan a qr code,Informational,n/a,0,12.1K,,n/a,n/a,49,0.52,0.55,Go to a snapshot of the SERP for how do you scan a qr code,19,1 month
how to generate a qr code,Informational,n/a,0,12.1K,,n/a,n/a,100,2.53,0.67,Go to a snapshot of the SERP for how to generate a qr code,114,1 month
link to qr code,Informational,n/a,0,12.1K,,n/a,n/a,96,0.81,0.59,Go to a snapshot of the SERP for link to qr code,122,1 month
make qr code,Informational,n/a,0,12.1K,,n/a,n/a,92,1.66,0.70,Go to a snapshot of the SERP for make qr code,128,1 month
qr code rick roll patch,Informational,n/a,0,12.1K,,n/a,n/a,25,0.00,0.33,Go to a snapshot of the SERP for qr code rick roll patch,109,1 month
rick astley qr code patch,Informational,n/a,0,12.1K,,n/a,n/a,28,0.00,0.33,Go to a snapshot of the SERP for rick astley qr code patch,102,1 month
adobe express qr code generator,Informational | Navigational,n/a,0,9.9K,,n/a,n/a,43,2.09,0.33,Go to a snapshot of the SERP for adobe express qr code generator,107,1 month
app qr code reader,Informational,n/a,0,9.9K,,n/a,n/a,70,1.10,0.13,Go to a snapshot of the SERP for app qr code reader,165,1 month
flowcode,Navigational,n/a,0,9.9K,,n/a,n/a,55,1.46,0.43,Go to a snapshot of the SERP for flowcode,105,1 month
freeware qr code,n/a,n/a,0,9.9K,,n/a,n/a,n/a,2.12,0.76,n/a,n/a,Refresh
goqr me qr code generator,Navigational,n/a,0,9.9K,,n/a,n/a,17,3.50,0.33,Go to a snapshot of the SERP for goqr me qr code generator,n/a,1 month
how do i scan a qr code,Informational,n/a,0,9.9K,,n/a,n/a,69,0.74,0.59,Go to a snapshot of the SERP for how do i scan a qr code,160,1 month
how to scan qr code on iphone,Informational,n/a,0,9.9K,,n/a,n/a,49,0.60,0.39,Go to a snapshot of the SERP for how to scan qr code on iphone,20,1 month
qr code generator free online,Informational,n/a,0,9.9K,,n/a,n/a,93,1.56,0.12,Go to a snapshot of the SERP for qr code generator free online,129,1 month
qr code jacket patch,Informational | Commercial,n/a,0,9.9K,,n/a,n/a,11,0.00,0.33,Go to a snapshot of the SERP for qr code jacket patch,193,1 month
qr code scanner app,Informational,n/a,0,9.9K,,n/a,n/a,64,1.10,0.13,Go to a snapshot of the SERP for qr code scanner app,160,1 month
qrcode monkey qr code generator,Informational,n/a,0,9.9K,,n/a,n/a,79,0.94,0.33,Go to a snapshot of the SERP for qrcode monkey qr code generator,131,1 month
build qr,Informational | Commercial,n/a,0,8.1K,,n/a,n/a,83,2.16,0.73,Go to a snapshot of the SERP for build qr,20,1 month
clash royale qr codes,Informational,n/a,0,8.1K,,n/a,n/a,42,0.00,0.33,Go to a snapshot of the SERP for clash royale qr codes,98,1 month
create a qr code free,Informational,n/a,0,8.1K,,n/a,n/a,95,2.02,0.73,Go to a snapshot of the SERP for create a qr code free,169,1 month
create free qr code,Commercial,n/a,0,8.1K,,n/a,n/a,95,2.02,0.73,Go to a snapshot of the SERP for create free qr code,126,1 month
creator qr,Informational,n/a,0,8.1K,,n/a,n/a,89,1.44,0.64,Go to a snapshot of the SERP for creator qr,136,1 month
google qr code generator,Informational,n/a,0,8.1K,,n/a,n/a,92,1.67,0.57,Go to a snapshot of the SERP for google qr code generator,104,1 month
how to make a qr code for a link,Informational,n/a,0,8.1K,,n/a,n/a,94,3.11,0.71,Go to a snapshot of the SERP for how to make a qr code for a link,94,1 month
make qr code free,Commercial,n/a,0,8.1K,,n/a,n/a,96,2.02,0.73,Go to a snapshot of the SERP for make qr code free,128,1 month
qr code bible verse,Informational,n/a,0,8.1K,,n/a,n/a,9,1.43,0.33,Go to a snapshot of the SERP for qr code bible verse,121,1 month
qr code reader online,Informational,n/a,0,8.1K,,n/a,n/a,77,0.66,0.07,Go to a snapshot of the SERP for qr code reader online,120,1 month
qr codes in print,Informational,n/a,0,8.1K,,n/a,n/a,12,2.05,0.04,Go to a snapshot of the SERP for qr codes in print,129,1 month
qr reader,Informational | Commercial,n/a,0,8.1K,,n/a,n/a,83,0.80,0.36,Go to a snapshot of the SERP for qr reader,136,1 month
qr reader online,Commercial,n/a,0,8.1K,,n/a,n/a,82,0.66,0.07,Go to a snapshot of the SERP for qr reader online,111,1 month
scanner qr code,Informational,n/a,0,8.1K,,n/a,n/a,84,0.80,0.41,Go to a snapshot of the SERP for scanner qr code,205,1 month
what does qr stand for,Informational,n/a,0,8.1K,,n/a,n/a,22,0.13,0.04,Go to a snapshot of the SERP for what does qr stand for,152,1 month
barcode scanner scan,Informational | Commercial,n/a,0,6.6K,,n/a,n/a,68,0.96,0.53,Go to a snapshot of the SERP for barcode scanner scan,202,1 month
clipclaps qr code,Informational,n/a,0,6.6K,,n/a,n/a,28,0.00,0.33,Go to a snapshot of the SERP for clipclaps qr code,446K,1 month
gen qr code free,Commercial,n/a,0,6.6K,,n/a,n/a,90,2.02,0.73,Go to a snapshot of the SERP for gen qr code free,128,1 month
how do i create a qr code,Informational,n/a,0,6.6K,,n/a,n/a,64,2.40,0.64,Go to a snapshot of the SERP for how do i create a qr code,164,1 month
how do you scan a qr code on your phone,Informational,n/a,0,6.6K,,n/a,n/a,40,0.71,0.39,Go to a snapshot of the SERP for how do you scan a qr code on your phone,144,1 month
how to scan a qr code on your phone,Informational,n/a,0,6.6K,,n/a,n/a,41,0.71,0.39,Go to a snapshot of the SERP for how to scan a qr code on your phone,130,1 month
link to qr,Commercial,n/a,0,6.6K,,n/a,n/a,96,0.81,0.59,Go to a snapshot of the SERP for link to qr,120,1 month
make a qr code free,Informational,n/a,0,6.6K,,n/a,n/a,95,2.02,0.73,Go to a snapshot of the SERP for make a qr code free,47,1 month
monster hunter stories finding charm qr code,Informational,n/a,0,6.6K,,n/a,n/a,17,0.00,0.33,Go to a snapshot of the SERP for monster hunter stories finding charm qr code,262K,1 month
online qr code generator,Commercial,n/a,0,6.6K,,n/a,n/a,90,1.40,0.14,Go to a snapshot of the SERP for online qr code generator,20,1 month
online qr generator,Informational,n/a,0,6.6K,,n/a,n/a,68,1.40,0.14,Go to a snapshot of the SERP for online qr generator,134,1 month
qr code generator online,Informational,n/a,0,6.6K,,n/a,n/a,90,1.40,0.14,Go to a snapshot of the SERP for qr code generator online,20,1 month
qr code reader app,Informational,n/a,0,6.6K,,n/a,n/a,65,1.10,0.13,Go to a snapshot of the SERP for qr code reader app,166,1 month
qr code scan,Informational | Commercial,n/a,0,6.6K,,n/a,n/a,81,0.76,0.35,Go to a snapshot of the SERP for qr code scan,133,1 month
qr code scanner from image,Informational,n/a,0,6.6K,,n/a,n/a,39,0.53,0.12,Go to a snapshot of the SERP for qr code scanner from image,157,1 month
qr code scanner online,Informational,n/a,0,6.6K,,n/a,n/a,79,0.66,0.07,Go to a snapshot of the SERP for qr code scanner online,127,1 month
qr codes for pokemon super mystery dungeon,Informational,n/a,0,6.6K,,n/a,n/a,16,0.00,0.33,Go to a snapshot of the SERP for qr codes for pokemon super mystery dungeon,115,1 month
qr reader codes,Informational,n/a,0,6.6K,,n/a,n/a,82,0.76,0.35,Go to a snapshot of the SERP for qr reader codes,134,1 month
qrfy,Navigational,n/a,0,6.6K,,n/a,n/a,49,1.62,0.25,Go to a snapshot of the SERP for qrfy,n/a,1 month
qrmonkey,Navigational,n/a,0,6.6K,,n/a,n/a,68,0.41,0.27,Go to a snapshot of the SERP for qrmonkey,n/a,1 month
quer cold,Informational,n/a,0,6.6K,,n/a,n/a,67,0.00,0.33,Go to a snapshot of the SERP for quer cold,35.2M,1 month
scan barcode,Commercial,n/a,0,6.6K,,n/a,n/a,57,0.96,0.53,Go to a snapshot of the SERP for scan barcode,213,1 month
what does qr code stand for,Informational,n/a,0,6.6K,,n/a,n/a,40,0.13,0.04,Go to a snapshot of the SERP for what does qr code stand for,18,1 month
adobe qr,Navigational,n/a,0,5.4K,,n/a,n/a,46,1.97,0.03,Go to a snapshot of the SERP for adobe qr,n/a,1 month
adobe qr code,Navigational,n/a,0,5.4K,,n/a,n/a,43,1.97,0.03,Go to a snapshot of the SERP for adobe qr code,n/a,1 month
code scanner,Informational,n/a,0,5.4K,,n/a,n/a,73,0.93,0.71,Go to a snapshot of the SERP for code scanner,128,1 month
create a free qr code,Informational,n/a,0,5.4K,,n/a,n/a,99,2.02,0.73,Go to a snapshot of the SERP for create a free qr code,20,1 month
custom qr code generator,Informational,n/a,0,5.4K,,n/a,n/a,85,3.46,0.11,Go to a snapshot of the SERP for custom qr code generator,123,1 month
free qr codes,Informational,n/a,0,5.4K,,n/a,n/a,96,2.09,0.77,Go to a snapshot of the SERP for free qr codes,20,1 month
google chrome qr code generator,Informational,n/a,0,5.4K,,n/a,n/a,48,1.61,0.08,Go to a snapshot of the SERP for google chrome qr code generator,134,1 month
how do i make a qr code,Informational,n/a,0,5.4K,,n/a,n/a,68,2.40,0.64,Go to a snapshot of the SERP for how do i make a qr code,187,1 month
how do you make a qr code,Informational,n/a,0,5.4K,,n/a,n/a,89,2.40,0.64,Go to a snapshot of the SERP for how do you make a qr code,191,1 month
how to get a qr code,Informational,n/a,0,5.4K,,n/a,n/a,84,2.53,0.67,Go to a snapshot of the SERP for how to get a qr code,182,1 month
how to scan a qr code on iphone,Informational,n/a,0,5.4K,,n/a,n/a,35,0.51,0.39,Go to a snapshot of the SERP for how to scan a qr code on iphone,120,1 month
qr code adobe,Navigational,n/a,0,5.4K,,n/a,n/a,45,1.97,0.03,Go to a snapshot of the SERP for qr code adobe,n/a,1 month
qr code business card,Informational,n/a,0,5.4K,,n/a,n/a,41,3.34,1.00,Go to a snapshot of the SERP for qr code business card,n/a,1 month
qr code clash royale,Informational,n/a,0,5.4K,,n/a,n/a,34,0.00,0.33,Go to a snapshot of the SERP for qr code clash royale,99,1 month
qr code generator canva,Navigational,n/a,0,5.4K,,n/a,n/a,38,2.19,0.39,Go to a snapshot of the SERP for qr code generator canva,n/a,1 month
qr code generator sites,Informational,n/a,0,5.4K,,n/a,n/a,97,3.89,0.35,Go to a snapshot of the SERP for qr code generator sites,125,1 month
qr code reader qr code reader,Informational,n/a,0,5.4K,,n/a,n/a,82,0.80,0.27,Go to a snapshot of the SERP for qr code reader qr code reader,138,1 month
qr code vert,Informational,n/a,0,5.4K,,n/a,n/a,65,0.00,0.33,Go to a snapshot of the SERP for qr code vert,135,1 month
qr detection,Informational,n/a,0,5.4K,,n/a,n/a,72,0.60,0.33,Go to a snapshot of the SERP for qr detection,130,1 month
quick response code generator,Informational,n/a,0,5.4K,,n/a,n/a,92,1.68,0.60,Go to a snapshot of the SERP for quick response code generator,129,1 month
what is a qr code,Informational,n/a,0,5.4K,,n/a,n/a,56,0.19,0.18,Go to a snapshot of the SERP for what is a qr code,187,1 month
yo kai watch light blue coin qr codes,Informational,n/a,0,5.4K,,n/a,n/a,24,0.00,0.33,Go to a snapshot of the SERP for yo kai watch light blue coin qr codes,169,1 month
aurora qr code,Informational,n/a,0,4.4K,,n/a,n/a,9,0.00,0.33,Go to a snapshot of the SERP for aurora qr code,39,1 month
brawl stars qr codes,Informational,n/a,0,4.4K,,n/a,n/a,23,0.01,0.33,Go to a snapshot of the SERP for brawl stars qr codes,102,1 month
canva qr code,Informational,n/a,0,4.4K,,n/a,n/a,43,2.09,0.14,Go to a snapshot of the SERP for canva qr code,n/a,1 month
code generator,Informational,n/a,0,4.4K,,n/a,n/a,72,3.82,0.38,Go to a snapshot of the SERP for code generator,136,1 month
free online qr code generator,Informational,n/a,0,4.4K,,n/a,n/a,92,1.56,0.12,Go to a snapshot of the SERP for free online qr code generator,158,1 month
free qr code generator no sign up,Transactional,n/a,0,4.4K,,n/a,n/a,87,1.45,0.74,Go to a snapshot of the SERP for free qr code generator no sign up,19,1 month
free qr code scanner,Informational,n/a,0,4.4K,,n/a,n/a,80,0.92,0.54,Go to a snapshot of the SERP for free qr code scanner,133,1 month
get qr code,Transactional,n/a,0,4.4K,,n/a,n/a,76,2.16,0.73,Go to a snapshot of the SERP for get qr code,126,1 month
google lens qr code scanner app,Informational,n/a,0,4.4K,,n/a,n/a,72,0.87,0.33,Go to a snapshot of the SERP for google lens qr code scanner app,110,1 month
homebrew cia qr code,Informational,n/a,0,4.4K,,n/a,n/a,33,0.00,0.33,Go to a snapshot of the SERP for homebrew cia qr code,103,1 month
how do i scan,Informational,n/a,0,4.4K,,n/a,n/a,50,0.65,0.37,Go to a snapshot of the SERP for how do i scan,107,1 month
how do i scan a qr code with my phone,Informational,n/a,0,4.4K,,n/a,n/a,42,0.91,0.51,Go to a snapshot of the SERP for how do i scan a qr code with my phone,1.1M,1 month
how to create a qr code for a link,Informational,n/a,0,4.4K,,n/a,n/a,94,3.37,0.74,Go to a snapshot of the SERP for how to create a qr code for a link,157,1 month
how to make qr code,Informational,n/a,0,4.4K,,n/a,n/a,98,2.11,0.63,Go to a snapshot of the SERP for how to make qr code,193,1 month
how to scan the qr,Informational,n/a,0,4.4K,,n/a,n/a,75,0.55,0.53,Go to a snapshot of the SERP for how to scan the qr,176,1 month
make a qr free,Informational,n/a,0,4.4K,,n/a,n/a,96,2.02,0.73,Go to a snapshot of the SERP for make a qr free,20,1 month
make qr code from url,Informational | Commercial,n/a,0,4.4K,,n/a,n/a,86,2.70,0.73,Go to a snapshot of the SERP for make qr code from url,161,1 month
make qr code generator,Informational,n/a,0,4.4K,,n/a,n/a,98,1.89,0.70,Go to a snapshot of the SERP for make qr code generator,131,1 month
me qr qr code generator,Informational | Navigational,n/a,0,4.4K,,n/a,n/a,97,1.13,0.01,Go to a snapshot of the SERP for me qr qr code generator,113,1 month
online qr code scanner,Informational | Commercial,n/a,0,4.4K,,n/a,n/a,77,0.33,0.03,Go to a snapshot of the SERP for online qr code scanner,108,1 month
qr code builder,Commercial,n/a,0,4.4K,,n/a,n/a,83,1.68,0.60,Go to a snapshot of the SERP for qr code builder,131,1 month
qr code create online,Commercial,n/a,0,4.4K,,n/a,n/a,93,1.40,0.14,Go to a snapshot of the SERP for qr code create online,133,1 month
qr code creator free,Commercial,n/a,0,4.4K,,n/a,n/a,94,2.02,0.73,Go to a snapshot of the SERP for qr code creator free,20,1 month
qr code detector,Informational,n/a,0,4.4K,,n/a,n/a,73,0.60,0.33,Go to a snapshot of the SERP for qr code detector,130,1 month
qr code example,Informational,n/a,0,4.4K,,n/a,n/a,63,1.13,0.30,Go to a snapshot of the SERP for qr code example,123,1 month
qr code maker free,Informational,n/a,0,4.4K,,n/a,n/a,92,1.55,0.70,Go to a snapshot of the SERP for qr code maker free,127,1 month
qr koder,Informational,n/a,0,4.4K,,n/a,n/a,97,1.13,0.17,Go to a snapshot of the SERP for qr koder,104,1 month
qr maker,Commercial,n/a,0,4.4K,,n/a,n/a,94,1.13,0.61,Go to a snapshot of the SERP for qr maker,131,1 month
qr reader download,Informational,n/a,0,4.4K,,n/a,n/a,65,1.24,0.01,Go to a snapshot of the SERP for qr reader download,138,1 month
qr scanner online,Informational | Commercial,n/a,0,4.4K,,n/a,n/a,80,0.66,0.07,Go to a snapshot of the SERP for qr scanner online,110,1 month
qr-code-generator,Commercial,n/a,0,4.4K,,n/a,n/a,93,1.68,0.60,Go to a snapshot of the SERP for qr-code-generator,131,1 month
read qr code with android,Informational,n/a,0,4.4K,,n/a,n/a,49,0.89,0.27,Go to a snapshot of the SERP for read qr code with android,131,1 month
rick roll qr code,Informational,n/a,0,4.4K,,n/a,n/a,27,0.30,0.08,Go to a snapshot of the SERP for rick roll qr code,130,1 month
scan code,Informational,n/a,0,4.4K,,n/a,n/a,74,0.94,0.31,Go to a snapshot of the SERP for scan code,131,1 month
scan qr code from picture,Informational,n/a,0,4.4K,,n/a,n/a,37,0.80,0.39,Go to a snapshot of the SERP for scan qr code from picture,156,1 month
scan qr code online,Informational,n/a,0,4.4K,,n/a,n/a,80,0.66,0.07,Go to a snapshot of the SERP for scan qr code online,113,1 month
tomodachi life qr codes,Informational,n/a,0,4.4K,,n/a,n/a,27,0.00,0.33,Go to a snapshot of the SERP for tomodachi life qr codes,118,1 month
1/3 + 1/3,Informational,n/a,0,3.6K,,n/a,n/a,31,0.00,0.33,Go to a snapshot of the SERP for 1/3 + 1/3,n/a,1 month
adobe express qr code,Informational | Navigational,n/a,0,3.6K,,n/a,n/a,36,2.19,0.07,Go to a snapshot of the SERP for adobe express qr code,105,1 month
alpha sapphire pokemon qr codes,Informational,n/a,0,3.6K,,n/a,n/a,23,0.00,0.33,Go to a snapshot of the SERP for alpha sapphire pokemon qr codes,100,1 month
android app qr code scanner,Informational,n/a,0,3.6K,,n/a,n/a,45,0.88,0.33,Go to a snapshot of the SERP for android app qr code scanner,134,1 month
bar code reader,Informational,n/a,0,3.6K,,n/a,n/a,63,1.00,0.46,Go to a snapshot of the SERP for bar code reader,200,1 month
blockchain private key qr code,Informational,n/a,0,3.6K,,n/a,n/a,14,0.00,0.33,Go to a snapshot of the SERP for blockchain private key qr code,107,1 month
boo bundle qr code,Informational,n/a,0,3.6K,,n/a,n/a,24,0.00,0.33,Go to a snapshot of the SERP for boo bundle qr code,107,1 month
code qr mii,Informational,n/a,0,3.6K,,n/a,n/a,25,0.00,0.33,Go to a snapshot of the SERP for code qr mii,131,1 month
create a qr code for a url,Informational | Commercial,n/a,0,3.6K,,n/a,n/a,91,2.70,0.73,Go to a snapshot of the SERP for create a qr code for a url,163,1 month
create qr code for website,Informational,n/a,0,3.6K,,n/a,n/a,89,3.89,0.35,Go to a snapshot of the SERP for create qr code for website,173,1 month
create qr code from url,Informational | Commercial,n/a,0,3.6K,,n/a,n/a,68,2.70,0.73,Go to a snapshot of the SERP for create qr code from url,160,1 month
custom qr code,Informational,n/a,0,3.6K,,n/a,n/a,98,3.37,0.45,Go to a snapshot of the SERP for custom qr code,125,1 month
embroidered qr code rick roll,Informational,n/a,0,3.6K,,n/a,n/a,27,0.00,0.33,Go to a snapshot of the SERP for embroidered qr code rick roll,139,1 month
free qr code creator,Informational | Commercial,n/a,0,3.6K,,n/a,n/a,84,2.02,0.73,Go to a snapshot of the SERP for free qr code creator,122,1 month
generate qr,Commercial,n/a,0,3.6K,,n/a,n/a,93,1.68,0.60,Go to a snapshot of the SERP for generate qr,130,1 month
generating qr code free,Commercial,n/a,0,3.6K,,n/a,n/a,96,2.02,0.73,Go to a snapshot of the SERP for generating qr code free,20,1 month
google scanner,Informational,n/a,0,3.6K,,n/a,n/a,57,1.18,0.20,Go to a snapshot of the SERP for google scanner,173,1 month
how do you create a qr code,Informational,n/a,0,3.6K,,n/a,n/a,50,2.40,0.64,Go to a snapshot of the SERP for how do you create a qr code,162,1 month
how to create a qr code in canva,Informational,n/a,0,3.6K,,n/a,n/a,40,1.83,0.62,Go to a snapshot of the SERP for how to create a qr code in canva,18,1 month
how to scan a qr code on android,Informational,n/a,0,3.6K,,n/a,n/a,40,0.73,0.45,Go to a snapshot of the SERP for how to scan a qr code on android,20,1 month
how to scan qr code android,Informational,n/a,0,3.6K,,n/a,n/a,52,0.73,0.45,Go to a snapshot of the SERP for how to scan qr code android,129,1 month
